# F28 host profile of the DSpark decode generation thread (generate 1).
# CAVEAT: the F16 pipeline runs both row groups as greenlets ON this thread; cProfile keeps
#   profiling across greenlet switches, so a switched-out frame's time includes the partner's work.
# strip_dirs() is NOT applied: full paths distinguish staged vs pinned modules.

== top 80 by tottime ==
         74551436 function calls (72662512 primitive calls) in 68.838 seconds

   Ordered by: internal time
   List reduced from 811 to 80 due to restriction <80>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
                                                                                                                                                            1/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:333(f16_yield)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:582(<lambda>)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:621(run)
                                                                                                                                                          261/1    0.002    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:809(_group_forward)
                                                                                                                                                           15/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f6/engram_parallel.py:111(_read_chunk)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f6/engram_parallel.py:174(_parallel_gather_bytes)
                                                                                                                                                           27/1    0.001    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:465(_mach_task_vm_info)
                                                                                                                                                            1/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:475(process_rss_snapshot)
                                                                                                                                                            8/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:550(box_memory_snapshot)
                                                                                                                                                            2/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:573(host_memory_snapshot)
                                                                                                                                                              1    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/engram_v41.py:470(__call__)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_io.py:575(_lease)
                                                                                                                                                        54860/1    0.406    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_io.py:1049(_readv_range_into)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_runtime.py:3868(_plan_route_transaction)
                                                                                                                                                            8/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_runtime.py:4127(begin_split_route)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1152(_raise_completion_error)
                                                                                                                                                           44/1    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1258(_prepare_load)
                                                                                                                                                          295/0    0.004    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1411(_fill)
                                                                                                                                                            4/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1473(_fill_batch)
                                                                                                                                                          375/0    0.003    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1810(ensure_route_part)
                                                                                                                                                          190/0    0.001    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1923(_ensure_route_locked)
                                                                                                                                                          117/0    0.001    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:2014(_ensure_route_owned)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_streaming.py:1372(_transition_window_admissions)
                                                                                                                                                            3/2    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_streaming.py:1759(plan_transaction)
                                                                                                                                                           11/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/deepseek_v41.py:3639(__call__)
                                                                                                                                                          155/1    0.001    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/deepseek_v41_moe.py:406(_run_routed_shared_overlap)
                                                                                                                                                           43/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/deepseek_v41_moe.py:467(__call__)
                                                                                                                                                         3224/7    0.025    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/expert_mlx.py:2517(run_with_shared_overlap)
                                                                                                                                                            3/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/expert_mlx.py:3895(run_switch_with_shared_overlap)
                                                                                                                                                         2106/1    0.013    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/ngram_row_cache.py:205(read_run)
                                                                                                                                                           72/1    0.006    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/ngram_row_cache.py:364(dequantize)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/scripts/deepseek_v41/bench_standard_shape.py:642(_sample)
                                                                                                                                                              0    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/file_embedding.py:57(__call__)
                                                                                                                                                            1/0    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:45(submit)
                                                                                                                                                           38/0    0.001    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:48(execute)
                                                                                                                                                            3/1    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:77(submit)
                                                                                                                                                          249/0    0.001    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:80(execute)
                                                                                                                                                         4573/1    0.032    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:100(run)
                                                                                                                                                         1777/0    0.017    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:111(read)
                                                                                                                                                          312/0    0.002    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:142(read_one)
                                                                                                                                                            1/0    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:146(read_batch)
                                                                                                                                                            9/0    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:203(early_completions)
                                                                                                                                                              0    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/projection_install.py:24(issue)
                                                                                                                                                            3/0    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/run_full.py:492(sample)
                                                                                                                                                         2467/1    0.019    0.000  <f16_yield_run>:1(run)
                                                                                                                                                            4/2    0.000    0.000  {built-in method _io.open}
                                                                                                                                                              0    0.000    0.000  {built-in method builtins.next}
                                                                                                                                                         4629/4    0.035    0.000  {built-in method posix.preadv}
                                                                                                                                                              1    0.000    0.000  {built-in method posix.waitpid}
                                                                                                                                                              0    0.000    0.000  {method '__exit__' of '_io._IOBase' objects}
                                                                                                                                                         1107/1    0.007    0.000  {method 'acquire' of '_thread.lock' objects}
                                                                                                                                                         4456/1    0.030    0.000  {method 'get' of '_queue.SimpleQueue' objects}
                                                                                                                                                              0    0.000    0.000  {method 'poll' of 'select.poll' objects}
                                                                                                                                                            2/0    0.000    0.000  {method 'switch' of 'greenlet.greenlet' objects}
/Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/concurrent/futures/_base.py:428(result)                     <-  3548/5    0.005    0.001  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/concurrent/futures/_base.py:199(as_completed)
                                                                                                                                                         4726/2    0.024    0.011  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/concurrent/futures/_base.py:428(result)
                                                                                                                                                       33294/93    0.059    0.171  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/concurrent/futures/thread.py:54(run)
                                                                                                                                                            7/2    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/concurrent/futures/thread.py:165(submit)
                                                                                                                                                            8/3    0.000    0.030  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/concurrent/futures/thread.py:184(_adjust_thread_count)
                                                                                                                                                              1    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/contextlib.py:132(__enter__)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/contextlib.py:141(__exit__)
                                                                                                                                                              3    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/pathlib.py:1005(open)
                                                                                                                                                           29/0    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:506(run)
                                                                                                                                                            1/0    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:807(__init__)
                                                                                                                                                          307/2    0.002    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:1165(communicate)
                                                                                                                                                           47/2    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:1259(wait)
                                                                                                                                                           12/3    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:1282(_close_pipe_fds)
                                                                                                                                                              1    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:1688(_get_handles)
                                                                                                                                                            4/2    0.000    0.032  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:1791(_execute_child)
                                                                                                                                                           13/3    0.000    0.003  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:2008(_try_wait)
                                                                                                                                                            2/1    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:2021(_wait)
                                                                                                                                                           12/1    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/subprocess.py:2062(_communicate)
                                                                                                                                                            6/3    0.000    0.006  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:299(__enter__)
                                                                                                                                                         5191/4    0.310    0.002  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:323(wait)
                                                                                                                                                           75/9    0.000    0.120  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:637(wait)
                                                                                                                                                            6/2    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:975(start)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:1001(run)
                                                                                                                                                              0    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:1018(_bootstrap)
                                                                                                                                                            9/1    0.000    0.000  /Users/davidtai/.local/share/uv/python/cpython-3.12.13-macos-aarch64-none/lib/python3.12/threading.py:1058(_bootstrap_inner)
                                                                                                                                                          374/3    0.001    0.008  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/install.py:91(guarded)
                                                                                                                                                           54/4    0.001    0.003  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:323(_f16_handoff)
                                                                                                                                                          64/12    0.000    0.029  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:333(f16_yield)
                                                                                                                                                           44/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:582(<lambda>)
                                                                                                                                                           62/2    0.000    0.001  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:621(run)
                                                                                                                                                           31/2    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f16/pipeline.py:809(_group_forward)
                                                                                                                                                           66/1    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f6/engram_parallel.py:111(_read_chunk)
                                                                                                                                                      14211/5276    0.007    0.006  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-f24-policy-window/scripts/deepseek_v41/f6/engram_parallel.py:347(_resolve_pending)
                                                                                                                                                            3/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:465(_mach_task_vm_info)
                                                                                                                                                            2/1    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:475(process_rss_snapshot)
                                                                                                                                                           16/4    0.000    0.007  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:550(box_memory_snapshot)
                                                                                                                                                            5/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/deepseek_v41_memory_profile.py:573(host_memory_snapshot)
                                                                                                                                                            5/2    0.000    0.004  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/engram_v41.py:470(__call__)
                                                                                                                                                        14206/1    0.055    0.019  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_io.py:1049(_readv_range_into)
                                                                                                                                                          16093    0.010    0.017  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_runtime.py:1235(iter_ready_misses)
                                                                                                                                                         2172/1    0.025    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_runtime.py:3868(_plan_route_transaction)
                                                                                                                                                           18/2    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_runtime.py:4127(begin_split_route)
                                                                                                                                                              1    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1152(_raise_completion_error)
                                                                                                                                                           23/1    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1258(_prepare_load)
                                                                                                                                                         7178/3    0.012    0.011  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1411(_fill)
                                                                                                                                                           38/4    0.000    0.015  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1473(_fill_batch)
                                                                                                                                                         1275/7    0.005    0.101  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1810(ensure_route_part)
                                                                                                                                                         6393/2    0.060    0.013  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:1923(_ensure_route_locked)
                                                                                                                                                         5888/1    0.011    0.010  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:2014(_ensure_route_owned)
                                                                                                                                                            3/1    0.000    0.015  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_slots.py:2121(_submit_single_read)
                                                                                                                                                           12/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/expert_streaming.py:1759(plan_transaction)
                                                                                                                                                          861/1    0.003    0.006  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/deepseek_v41.py:3639(__call__)
                                                                                                                                                         1733/4    0.003    0.001  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/deepseek_v41_moe.py:406(_run_routed_shared_overlap)
                                                                                                                                                          570/3    0.002    0.006  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/deepseek_v41_moe.py:467(__call__)
                                                                                                                                                         436/13    0.016    0.042  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/expert_mlx.py:2517(run_with_shared_overlap)
                                                                                                                                                          746/6    0.003    0.146  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/models/expert_mlx.py:3895(run_switch_with_shared_overlap)
                                                                                                                                                           73/3    0.000    0.031  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/ngram_row_cache.py:205(read_run)
                                                                                                                                                           11/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/mtplx/ngram_row_cache.py:364(dequantize)
                                                                                                                                                            6/0    0.000    0.000  /Users/davidtai/projects/OpenSourceWTF/mtplx-hy3-ssd/.worktrees/dsv41-run-d5f15e7a/scripts/deepseek_v41/bench_standard_shape.py:642(_sample)
                                                                                                                                                           15/2    0.000    0.001  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:45(submit)
                                                                                                                                                         2176/2    0.004    0.004  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:48(execute)
                                                                                                                                                              2    0.000    0.024  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:77(submit)
                                                                                                                                                         5319/7    0.011    0.063  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:80(execute)
                                                                                                                                                         9299/2    0.015    0.014  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:100(run)
                                                                                                                                                       13703/27    0.056    0.069  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:111(read)
                                                                                                                                                         7858/7    0.037    0.049  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:142(read_one)
                                                                                                                                                           35/1    0.000    0.009  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:146(read_batch)
                                                                                                                                                         1179/7    0.005    0.006  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/plane_lane.py:203(early_completions)
                                                                                                                                                           22/2    0.000    0.000  /private/tmp/dsv41-f2b-20260920-121555/r103-h0-e1-g234881024-v0-t1-d0-pexcess-q1-o0-c0-l1-f1/packed/run_full.py:492(sample)
                                                                                                                                                           16/1    0.000    0.000  <f16_yield_run>:1(run)
                                                                                                                                                          16094    0.010    0.017  <f16_yield_run>:15(submit_gu)
                                                                                                                                                              0    0.000    0.000  {built-in method builtins.next}
                                                                                                                                                         1329/5    0.003    0.033  {built-in method posix.preadv}
                                                                                                                                                              1    0.000    0.000  {built-in method posix.waitpid}
                                                                                                                                                          422/9    0.003    0.040  {method 'acquire' of '_thread.lock' objects}
                                                                                                                                                          162/2    0.001    0.015  {method 'get' of '_queue.SimpleQueue' objects}
                                                                                                                                                           77/2    0.000    0.000  {method 'switch' of 'greenlet.greenlet' objects}


